"checkin_id","checkin_length","checkin_time","location","precinct","device","day","month","year","hour","minute","seconds"
"CHECKIN_089252",20,2018-11-06 13:21:38,"LOCATION_115","PRECINCT_194","DEVICE_322",6,11,2018,13,21,38
"CHECKIN_089265",44,2018-11-06 13:45:53,"LOCATION_115","PRECINCT_194","DEVICE_321",6,11,2018,13,45,53
"CHECKIN_089278",39,2018-11-06 13:54:12,"LOCATION_115","PRECINCT_194","DEVICE_321",6,11,2018,13,54,12
"CHECKIN_089281",22,2018-11-06 13:59:50,"LOCATION_115","PRECINCT_194","DEVICE_323",6,11,2018,13,59,50
"CHECKIN_089285",28,2018-11-06 14:05:23,"LOCATION_115","PRECINCT_194","DEVICE_323",6,11,2018,14,5,23
"CHECKIN_089291",54,2018-11-06 14:14:12,"LOCATION_115","PRECINCT_194","DEVICE_322",6,11,2018,14,14,12
"CHECKIN_089293",38,2018-11-06 14:15:06,"LOCATION_115","PRECINCT_194","DEVICE_321",6,11,2018,14,15,6
"CHECKIN_089298",44,2018-11-06 14:18:45,"LOCATION_115","PRECINCT_194","DEVICE_321",6,11,2018,14,18,45
"CHECKIN_089322",40,2018-11-06 14:48:12,"LOCATION_115","PRECINCT_194","DEVICE_323",6,11,2018,14,48,12
"CHECKIN_089340",62,2018-11-06 15:03:21,"LOCATION_115","PRECINCT_194","DEVICE_321",6,11,2018,15,3,21
"CHECKIN_089345",66,2018-11-06 15:05:29,"LOCATION_115","PRECINCT_194","DEVICE_321",6,11,2018,15,5,29
"CHECKIN_089375",30,2018-11-06 15:22:50,"LOCATION_115","PRECINCT_194","DEVICE_323",6,11,2018,15,22,50
"CHECKIN_089383",54,2018-11-06 15:29:50,"LOCATION_115","PRECINCT_194","DEVICE_322",6,11,2018,15,29,50
"CHECKIN_089392",26,2018-11-06 15:35:37,"LOCATION_115","PRECINCT_194","DEVICE_323",6,11,2018,15,35,37
"CHECKIN_089394",69,2018-11-06 15:36:47,"LOCATION_115","PRECINCT_194","DEVICE_323",6,11,2018,15,36,47
"CHECKIN_089395",17,2018-11-06 15:36:57,"LOCATION_115","PRECINCT_194","DEVICE_322",6,11,2018,15,36,57
"CHECKIN_089399",53,2018-11-06 15:40:53,"LOCATION_115","PRECINCT_194","DEVICE_321",6,11,2018,15,40,53
"CHECKIN_089412",26,2018-11-06 15:45:46,"LOCATION_115","PRECINCT_194","DEVICE_322",6,11,2018,15,45,46
"CHECKIN_089424",51,2018-11-06 15:53:06,"LOCATION_115","PRECINCT_194","DEVICE_323",6,11,2018,15,53,6
"CHECKIN_089430",48,2018-11-06 15:56:39,"LOCATION_115","PRECINCT_194","DEVICE_321",6,11,2018,15,56,39
"CHECKIN_089442",26,2018-11-06 16:00:13,"LOCATION_115","PRECINCT_194","DEVICE_322",6,11,2018,16,0,13
"CHECKIN_089448",36,2018-11-06 16:06:23,"LOCATION_115","PRECINCT_194","DEVICE_321",6,11,2018,16,6,23
"CHECKIN_089466",56,2018-11-06 16:16:46,"LOCATION_115","PRECINCT_194","DEVICE_323",6,11,2018,16,16,46
"CHECKIN_089483",57,2018-11-06 16:27:26,"LOCATION_115","PRECINCT_194","DEVICE_321",6,11,2018,16,27,26
"CHECKIN_089490",15,2018-11-06 16:30:46,"LOCATION_115","PRECINCT_194","DEVICE_321",6,11,2018,16,30,46
"CHECKIN_089494",29,2018-11-06 16:32:49,"LOCATION_115","PRECINCT_194","DEVICE_322",6,11,2018,16,32,49
"CHECKIN_089504",37,2018-11-06 16:37:27,"LOCATION_115","PRECINCT_194","DEVICE_323",6,11,2018,16,37,27
"CHECKIN_089507",55,2018-11-06 16:38:41,"LOCATION_115","PRECINCT_194","DEVICE_323",6,11,2018,16,38,41
"CHECKIN_089520",26,2018-11-06 16:46:35,"LOCATION_115","PRECINCT_194","DEVICE_322",6,11,2018,16,46,35
"CHECKIN_089537",56,2018-11-06 16:58:07,"LOCATION_115","PRECINCT_194","DEVICE_321",6,11,2018,16,58,7
"CHECKIN_089546",249,2018-11-06 17:05:55,"LOCATION_115","PRECINCT_194","DEVICE_322",6,11,2018,17,5,55
"CHECKIN_089547",34,2018-11-06 17:05:55,"LOCATION_115","PRECINCT_194","DEVICE_321",6,11,2018,17,5,55
"CHECKIN_089556",33,2018-11-06 17:17:10,"LOCATION_115","PRECINCT_194","DEVICE_323",6,11,2018,17,17,10
"CHECKIN_089581",30,2018-11-06 17:31:07,"LOCATION_115","PRECINCT_194","DEVICE_321",6,11,2018,17,31,7
"CHECKIN_089585",18,2018-11-06 17:33:23,"LOCATION_115","PRECINCT_194","DEVICE_322",6,11,2018,17,33,23
"CHECKIN_089607",58,2018-11-06 17:44:00,"LOCATION_115","PRECINCT_194","DEVICE_321",6,11,2018,17,44,0
"CHECKIN_089615",57,2018-11-06 17:49:48,"LOCATION_115","PRECINCT_194","DEVICE_322",6,11,2018,17,49,48
"CHECKIN_089620",24,2018-11-06 17:53:40,"LOCATION_115","PRECINCT_194","DEVICE_321",6,11,2018,17,53,40
"CHECKIN_089622",70,2018-11-06 17:58:14,"LOCATION_115","PRECINCT_194","DEVICE_322",6,11,2018,17,58,14
"CHECKIN_089631",41,2018-11-06 18:05:30,"LOCATION_115","PRECINCT_194","DEVICE_322",6,11,2018,18,5,30
"CHECKIN_089646",19,2018-11-06 18:17:35,"LOCATION_115","PRECINCT_194","DEVICE_321",6,11,2018,18,17,35
"CHECKIN_089650",59,2018-11-06 18:21:01,"LOCATION_115","PRECINCT_194","DEVICE_323",6,11,2018,18,21,1
"CHECKIN_089655",31,2018-11-06 18:25:37,"LOCATION_115","PRECINCT_194","DEVICE_321",6,11,2018,18,25,37
"CHECKIN_089661",15,2018-11-06 18:32:30,"LOCATION_115","PRECINCT_194","DEVICE_323",6,11,2018,18,32,30
"CHECKIN_089670",29,2018-11-06 18:46:46,"LOCATION_115","PRECINCT_194","DEVICE_323",6,11,2018,18,46,46
"CHECKIN_089679",30,2018-11-06 19:01:40,"LOCATION_115","PRECINCT_194","DEVICE_323",6,11,2018,19,1,40
"CHECKIN_089680",18,2018-11-06 19:02:04,"LOCATION_115","PRECINCT_194","DEVICE_321",6,11,2018,19,2,4
"CHECKIN_089691",39,2018-11-06 19:11:24,"LOCATION_115","PRECINCT_194","DEVICE_322",6,11,2018,19,11,24
"CHECKIN_089727",48,2018-11-06 07:05:20,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,7,5,20
"CHECKIN_089732",71,2018-11-06 07:06:05,"LOCATION_116","PRECINCT_157","DEVICE_325",6,11,2018,7,6,5
"CHECKIN_089737",23,2018-11-06 07:07:07,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,7,7,7
"CHECKIN_089741",57,2018-11-06 07:07:59,"LOCATION_116","PRECINCT_157","DEVICE_325",6,11,2018,7,7,59
"CHECKIN_089755",56,2018-11-06 07:11:29,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,7,11,29
"CHECKIN_089763",28,2018-11-06 07:14:55,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,7,14,55
"CHECKIN_089778",36,2018-11-06 07:22:27,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,7,22,27
"CHECKIN_089779",55,2018-11-06 07:23:36,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,7,23,36
"CHECKIN_089780",70,2018-11-06 07:23:46,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,7,23,46
"CHECKIN_089804",26,2018-11-06 07:38:40,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,7,38,40
"CHECKIN_089816",70,2018-11-06 07:45:43,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,7,45,43
"CHECKIN_089823",250,2018-11-06 07:51:25,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,7,51,25
"CHECKIN_089826",41,2018-11-06 07:52:34,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,7,52,34
"CHECKIN_089850",52,2018-11-06 08:15:03,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,8,15,3
"CHECKIN_089853",53,2018-11-06 08:15:45,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,8,15,45
"CHECKIN_089855",35,2018-11-06 08:16:26,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,8,16,26
"CHECKIN_089890",282,2018-11-06 08:36:06,"LOCATION_116","PRECINCT_157","DEVICE_325",6,11,2018,8,36,6
"CHECKIN_089894",54,2018-11-06 08:38:30,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,8,38,30
"CHECKIN_089895",73,2018-11-06 08:40:03,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,8,40,3
"CHECKIN_089904",44,2018-11-06 08:46:57,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,8,46,57
"CHECKIN_089908",59,2018-11-06 08:49:05,"LOCATION_116","PRECINCT_157","DEVICE_325",6,11,2018,8,49,5
"CHECKIN_089919",22,2018-11-06 08:56:09,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,8,56,9
"CHECKIN_089923",41,2018-11-06 08:57:32,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,8,57,32
"CHECKIN_089966",26,2018-11-06 09:18:06,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,9,18,6
"CHECKIN_089972",75,2018-11-06 09:20:25,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,9,20,25
"CHECKIN_089973",44,2018-11-06 09:20:33,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,9,20,33
"CHECKIN_089984",55,2018-11-06 09:26:36,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,9,26,36
"CHECKIN_089987",43,2018-11-06 09:28:23,"LOCATION_116","PRECINCT_157","DEVICE_325",6,11,2018,9,28,23
"CHECKIN_089994",52,2018-11-06 09:30:15,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,9,30,15
"CHECKIN_089999",22,2018-11-06 09:32:32,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,9,32,32
"CHECKIN_090004",65,2018-11-06 09:34:41,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,9,34,41
"CHECKIN_090005",34,2018-11-06 09:35:03,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,9,35,3
"CHECKIN_090025",40,2018-11-06 09:49:22,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,9,49,22
"CHECKIN_090033",64,2018-11-06 09:54:16,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,9,54,16
"CHECKIN_090055",69,2018-11-06 10:04:33,"LOCATION_116","PRECINCT_157","DEVICE_325",6,11,2018,10,4,33
"CHECKIN_090060",31,2018-11-06 10:07:28,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,10,7,28
"CHECKIN_090069",73,2018-11-06 10:11:49,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,10,11,49
"CHECKIN_090070",36,2018-11-06 10:12:01,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,10,12,1
"CHECKIN_090071",19,2018-11-06 10:12:31,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,10,12,31
"CHECKIN_090076",65,2018-11-06 10:14:20,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,10,14,20
"CHECKIN_090089",61,2018-11-06 10:20:34,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,10,20,34
"CHECKIN_090093",35,2018-11-06 10:24:38,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,10,24,38
"CHECKIN_090109",234,2018-11-06 10:33:53,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,10,33,53
"CHECKIN_090144",25,2018-11-06 10:56:57,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,10,56,57
"CHECKIN_090155",18,2018-11-06 11:04:44,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,11,4,44
"CHECKIN_090158",71,2018-11-06 11:08:50,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,11,8,50
"CHECKIN_090166",52,2018-11-06 11:12:38,"LOCATION_116","PRECINCT_157","DEVICE_325",6,11,2018,11,12,38
"CHECKIN_090170",62,2018-11-06 11:14:13,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,11,14,13
"CHECKIN_090174",45,2018-11-06 11:15:58,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,11,15,58
"CHECKIN_090185",35,2018-11-06 11:22:30,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,11,22,30
"CHECKIN_090219",33,2018-11-06 11:42:25,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,11,42,25
"CHECKIN_090230",62,2018-11-06 11:47:15,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,11,47,15
"CHECKIN_090237",25,2018-11-06 11:53:52,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,11,53,52
"CHECKIN_090238",48,2018-11-06 11:54:02,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,11,54,2
"CHECKIN_090251",65,2018-11-06 12:03:19,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,12,3,19
"CHECKIN_090259",26,2018-11-06 12:07:55,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,12,7,55
"CHECKIN_090297",27,2018-11-06 12:37:54,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,12,37,54
"CHECKIN_090301",17,2018-11-06 12:39:38,"LOCATION_116","PRECINCT_157","DEVICE_325",6,11,2018,12,39,38
"CHECKIN_090314",35,2018-11-06 12:45:16,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,12,45,16
"CHECKIN_090317",24,2018-11-06 12:46:21,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,12,46,21
"CHECKIN_090323",74,2018-11-06 12:52:45,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,12,52,45
"CHECKIN_090325",39,2018-11-06 12:53:26,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,12,53,26
"CHECKIN_090330",48,2018-11-06 12:56:52,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,12,56,52
"CHECKIN_090337",226,2018-11-06 13:05:37,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,13,5,37
"CHECKIN_090354",22,2018-11-06 13:22:30,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,13,22,30
"CHECKIN_090355",30,2018-11-06 13:22:38,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,13,22,38
"CHECKIN_090361",36,2018-11-06 13:27:10,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,13,27,10
"CHECKIN_090382",64,2018-11-06 13:42:06,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,13,42,6
"CHECKIN_090399",67,2018-11-06 13:50:35,"LOCATION_116","PRECINCT_157","DEVICE_325",6,11,2018,13,50,35
"CHECKIN_090401",62,2018-11-06 13:50:55,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,13,50,55
"CHECKIN_090402",21,2018-11-06 13:51:31,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,13,51,31
"CHECKIN_090407",60,2018-11-06 14:00:53,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,14,0,53
"CHECKIN_090418",57,2018-11-06 14:12:00,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,14,12,0
"CHECKIN_090447",233,2018-11-06 14:39:33,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,14,39,33
"CHECKIN_090458",48,2018-11-06 14:54:19,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,14,54,19
"CHECKIN_090463",16,2018-11-06 14:59:30,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,14,59,30
"CHECKIN_090464",48,2018-11-06 14:59:32,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,14,59,32
"CHECKIN_090472",261,2018-11-06 15:09:37,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,15,9,37
"CHECKIN_090489",26,2018-11-06 15:22:47,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,15,22,47
"CHECKIN_090496",251,2018-11-06 15:31:38,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,15,31,38
"CHECKIN_090516",211,2018-11-06 15:48:00,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,15,48,0
"CHECKIN_090529",58,2018-11-06 15:52:51,"LOCATION_116","PRECINCT_157","DEVICE_325",6,11,2018,15,52,51
"CHECKIN_090531",58,2018-11-06 15:53:20,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,15,53,20
"CHECKIN_090532",60,2018-11-06 15:54:04,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,15,54,4
"CHECKIN_090539",49,2018-11-06 15:58:01,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,15,58,1
"CHECKIN_090541",32,2018-11-06 16:00:07,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,16,0,7
"CHECKIN_090552",64,2018-11-06 16:05:43,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,16,5,43
"CHECKIN_090560",35,2018-11-06 16:09:15,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,16,9,15
"CHECKIN_090562",25,2018-11-06 16:10:25,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,16,10,25
"CHECKIN_090564",32,2018-11-06 16:11:03,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,16,11,3
"CHECKIN_090568",75,2018-11-06 16:12:47,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,16,12,47
"CHECKIN_090574",56,2018-11-06 16:17:29,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,16,17,29
"CHECKIN_090587",39,2018-11-06 16:23:04,"LOCATION_116","PRECINCT_157","DEVICE_325",6,11,2018,16,23,4
"CHECKIN_090615",288,2018-11-06 16:35:18,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,16,35,18
"CHECKIN_090621",71,2018-11-06 16:43:36,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,16,43,36
"CHECKIN_090649",65,2018-11-06 16:56:37,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,16,56,37
"CHECKIN_090673",24,2018-11-06 17:08:25,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,17,8,25
"CHECKIN_090698",25,2018-11-06 17:25:00,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,17,25,0
"CHECKIN_090699",30,2018-11-06 17:25:34,"LOCATION_116","PRECINCT_157","DEVICE_325",6,11,2018,17,25,34
"CHECKIN_090700",47,2018-11-06 17:25:36,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,17,25,36
"CHECKIN_090712",23,2018-11-06 17:30:07,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,17,30,7
"CHECKIN_090719",30,2018-11-06 17:34:41,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,17,34,41
"CHECKIN_090733",259,2018-11-06 17:42:02,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,17,42,2
"CHECKIN_090735",269,2018-11-06 17:43:48,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,17,43,48
"CHECKIN_090753",261,2018-11-06 17:51:25,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,17,51,25
"CHECKIN_090755",61,2018-11-06 17:51:29,"LOCATION_116","PRECINCT_157","DEVICE_325",6,11,2018,17,51,29
"CHECKIN_090756",66,2018-11-06 17:51:38,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,17,51,38
"CHECKIN_090769",35,2018-11-06 17:55:31,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,17,55,31
"CHECKIN_090792",47,2018-11-06 18:08:00,"LOCATION_116","PRECINCT_157","DEVICE_326",6,11,2018,18,8,0
"CHECKIN_090800",291,2018-11-06 18:12:01,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,18,12,1
"CHECKIN_090816",42,2018-11-06 18:18:57,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,18,18,57
"CHECKIN_090830",65,2018-11-06 18:23:47,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,18,23,47
"CHECKIN_090832",45,2018-11-06 18:24:23,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,18,24,23
"CHECKIN_090834",16,2018-11-06 18:24:47,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,18,24,47
"CHECKIN_090845",20,2018-11-06 18:28:56,"LOCATION_116","PRECINCT_157","DEVICE_325",6,11,2018,18,28,56
"CHECKIN_090846",24,2018-11-06 18:29:22,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,18,29,22
"CHECKIN_090853",61,2018-11-06 18:33:07,"LOCATION_116","PRECINCT_157","DEVICE_325",6,11,2018,18,33,7
"CHECKIN_090860",75,2018-11-06 18:40:28,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,18,40,28
"CHECKIN_090906",18,2018-11-06 19:16:38,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,19,16,38
"CHECKIN_090907",72,2018-11-06 19:17:37,"LOCATION_116","PRECINCT_157","DEVICE_327",6,11,2018,19,17,37
"CHECKIN_090919",48,2018-11-06 19:26:38,"LOCATION_116","PRECINCT_157","DEVICE_325",6,11,2018,19,26,38
"CHECKIN_090926",62,2018-11-06 19:37:06,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,19,37,6
"CHECKIN_090928",45,2018-11-06 19:40:24,"LOCATION_116","PRECINCT_157","DEVICE_324",6,11,2018,19,40,24
"CHECKIN_090934",45,2018-11-06 07:01:22,"LOCATION_117","PRECINCT_197","DEVICE_329",6,11,2018,7,1,22
"CHECKIN_090939",72,2018-11-06 07:03:30,"LOCATION_117","PRECINCT_197","DEVICE_329",6,11,2018,7,3,30
"CHECKIN_090940",286,2018-11-06 07:03:51,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,7,3,51
"CHECKIN_090951",31,2018-11-06 07:07:07,"LOCATION_117","PRECINCT_197","DEVICE_329",6,11,2018,7,7,7
"CHECKIN_090973",56,2018-11-06 07:28:47,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,7,28,47
"CHECKIN_090979",235,2018-11-06 07:34:00,"LOCATION_117","PRECINCT_197","DEVICE_329",6,11,2018,7,34,0
"CHECKIN_090980",73,2018-11-06 07:34:52,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,7,34,52
"CHECKIN_091013",56,2018-11-06 08:11:28,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,8,11,28
"CHECKIN_091018",60,2018-11-06 08:13:39,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,8,13,39
"CHECKIN_091028",17,2018-11-06 08:21:33,"LOCATION_117","PRECINCT_197","DEVICE_329",6,11,2018,8,21,33
"CHECKIN_091044",73,2018-11-06 08:42:03,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,8,42,3
"CHECKIN_091061",36,2018-11-06 08:59:39,"LOCATION_117","PRECINCT_197","DEVICE_329",6,11,2018,8,59,39
"CHECKIN_091063",61,2018-11-06 09:04:05,"LOCATION_117","PRECINCT_197","DEVICE_329",6,11,2018,9,4,5
"CHECKIN_091074",47,2018-11-06 09:09:02,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,9,9,2
"CHECKIN_091077",24,2018-11-06 09:10:12,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,9,10,12
"CHECKIN_091087",65,2018-11-06 09:16:43,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,9,16,43
"CHECKIN_091096",51,2018-11-06 09:21:45,"LOCATION_117","PRECINCT_197","DEVICE_329",6,11,2018,9,21,45
"CHECKIN_091119",29,2018-11-06 09:41:59,"LOCATION_117","PRECINCT_197","DEVICE_329",6,11,2018,9,41,59
"CHECKIN_091121",21,2018-11-06 09:45:05,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,9,45,5
"CHECKIN_091129",244,2018-11-06 09:50:15,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,9,50,15
"CHECKIN_091154",53,2018-11-06 10:06:01,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,10,6,1
"CHECKIN_091167",24,2018-11-06 10:18:11,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,10,18,11
"CHECKIN_091173",25,2018-11-06 10:23:34,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,10,23,34
"CHECKIN_091185",69,2018-11-06 10:31:01,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,10,31,1
"CHECKIN_091192",32,2018-11-06 10:36:15,"LOCATION_117","PRECINCT_197","DEVICE_329",6,11,2018,10,36,15
"CHECKIN_091199",16,2018-11-06 10:40:08,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,10,40,8
"CHECKIN_091203",53,2018-11-06 10:42:24,"LOCATION_117","PRECINCT_197","DEVICE_329",6,11,2018,10,42,24
"CHECKIN_091205",47,2018-11-06 10:44:01,"LOCATION_117","PRECINCT_197","DEVICE_329",6,11,2018,10,44,1
"CHECKIN_091225",27,2018-11-06 11:00:01,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,11,0,1
"CHECKIN_091227",31,2018-11-06 11:00:46,"LOCATION_117","PRECINCT_197","DEVICE_329",6,11,2018,11,0,46
"CHECKIN_091232",17,2018-11-06 11:06:23,"LOCATION_117","PRECINCT_197","DEVICE_329",6,11,2018,11,6,23
"CHECKIN_091250",44,2018-11-06 11:18:23,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,11,18,23
"CHECKIN_091282",67,2018-11-06 11:42:23,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,11,42,23
"CHECKIN_091284",74,2018-11-06 11:43:37,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,11,43,37
"CHECKIN_091288",60,2018-11-06 11:50:09,"LOCATION_117","PRECINCT_197","DEVICE_329",6,11,2018,11,50,9
"CHECKIN_091296",18,2018-11-06 11:52:57,"LOCATION_117","PRECINCT_197","DEVICE_329",6,11,2018,11,52,57
"CHECKIN_091297",48,2018-11-06 11:53:50,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,11,53,50
"CHECKIN_091316",35,2018-11-06 12:03:57,"LOCATION_117","PRECINCT_197","DEVICE_329",6,11,2018,12,3,57
"CHECKIN_091333",62,2018-11-06 12:17:25,"LOCATION_117","PRECINCT_197","DEVICE_329",6,11,2018,12,17,25
"CHECKIN_091339",72,2018-11-06 12:21:06,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,12,21,6
"CHECKIN_091352",40,2018-11-06 12:35:13,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,12,35,13
"CHECKIN_091353",40,2018-11-06 12:36:04,"LOCATION_117","PRECINCT_197","DEVICE_329",6,11,2018,12,36,4
"CHECKIN_091368",49,2018-11-06 12:59:15,"LOCATION_117","PRECINCT_197","DEVICE_330",6,11,2018,12,59,15
